"","source","target","weight","type"
"573","Wrekonize","Murs","1","undirected"
"574","Betty Wright","Kendrick Lamar","1","undirected"
"575","Bizzle","Datin","3","undirected"
"576","Joe Moses","Skeme","1","undirected"
"577","Domo Genesis","Juicy J","1","undirected"
"578","CMT","Mistah F.A.B.","1","undirected"
"579","Duce","Syke 800","1","undirected"
"580","Lil Goofy","Iamsu!","1","undirected"
"581","Rich Homie Quan","Kid Ink","1","undirected"
"582","Dora","Dolly","1","undirected"
"583","DJ Mustard","Rich The Kid","1","undirected"
"584","Dreezy","Wale","1","undirected"
"585","Watsky","Rafael Casal","1","undirected"
"586","Ghostface Killah","Raekwon","1","undirected"
"587","Chrizz Michaels","Starlito","1","undirected"
"588","BIA","Kid Ink","1","undirected"
"589","Ty Dolla $ign","Migos","1","undirected"
"590","Kanye West","Pusha T","1","undirected"
"591","Original Broadway Cast of Hamilton","Jon Rua","1","undirected"
"592","Rae Sremmurd","Gucci Mane","2","undirected"
"593","DJ SpinKing","A Boogie Wit da Hoodie","1","undirected"
"594","YFN Lucci","Migos","1","undirected"
"595","Nas","DJ Khaled","1","undirected"
"596","Rick Ross","YG","1","undirected"
"597","The Game","Drake","2","undirected"
"598","Tech N9ne","Mistah F.A.B.","1","undirected"
"599","Jadakiss","Akon","1","undirected"
"600","Murs","John Givez","1","undirected"
"601","June","Iamsu!","1","undirected"
"602","Rittz","Cheeto Gambine","1","undirected"
"603","Snoop Dogg","Bilal","1","undirected"
"604","Tracy T","Meek Mill","1","undirected"
"605","Darrein Safron","Tech N9ne Collabos","3","undirected"
"606","Plies","Jeezy","1","undirected"
"607","Randolph","KSI","1","undirected"
"608","Jadakiss","Exodus","1","undirected"
"609","Boosie Badazz","Mac Milli","1","undirected"
"610","Translee","T.I.","3","undirected"
"611","Big Smo","William Michael Morgan","1","undirected"
"612","WizKid","Drake","1","undirected"
"613","Lil Wayne","Pimp C","1","undirected"
"614","The Game","YG","2","undirected"
"615","Joell Ortiz","Busta Rhymes","1","undirected"
"616","Ty Dolla $ign","Diddy","2","undirected"
"617","Cardi B","Haitian V","1","undirected"
"618","HG Free","Jamesthemormon","3","undirected"
"619","Jadakiss","Lil Wayne","1","undirected"
"620","The Game","Jay 305","2","undirected"
"621","Ty Dolla $ign","Charlie Heat","1","undirected"
"622","Eshon Burgundy","Th3 Saga","1","undirected"
"623","Domo Genesis","Kendra Foster","1","undirected"
"624","Dria","Logic","1","undirected"
"625","Arcangel","J Balvin","1","undirected"
"626","Bun B","Pimp C","2","undirected"
"627","Natalie Sims","Da' T.R.U.T.H.","2","undirected"
"628","ShaSha","Dej Loaf","1","undirected"
"629","Hus KingPin","SmooVth","1","undirected"
"630","DJ Khaled","Fat Joe","1","undirected"
"631","HoodRich Pablo Juan","Philthy Rich","1","undirected"
"632","1st FKI","DJ Drama","1","undirected"
"633","Moonshine Bandits","I4NI","1","undirected"
"634","La Coka Nostra","Q-Unique","1","undirected"
"635","Dizzy Wright","Reezy","1","undirected"
"636","K CAMP","Curren$y","1","undirected"
"637","Diddy","Meek Mill","1","undirected"
"638","Flo Rida","Chris Brown","1","undirected"
"639","Anthony Ramos","Original Broadway Cast of Hamilton","7","undirected"
"640","Riff Raff","G-Eazy","1","undirected"
"641","Marvalyss","Apathy","1","undirected"
"642","Future","Chris Brown","1","undirected"
"643","Ty Dolla $ign","Skeme","1","undirected"
"644","Young Thug","Quavo","3","undirected"
"645","ShaSha","Eric Bellinger","1","undirected"
"646","Joe Moses","The Game","2","undirected"
"647","Hollywood","Berner","1","undirected"
"648","French Montana","Lil Snupe","1","undirected"
"649","August Alsina","Future","1","undirected"
"650","Adam Vida","Dumbfoundead","1","undirected"
"651","Micah","DJ Quik","1","undirected"
"652","Hoodie Allen","Meghan Tonjes","1","undirected"
"653","E-40","Cousin Fik","2","undirected"
"654","Ty Dolla $ign","DJ Drama","1","undirected"
"655","Too $hort","Snoop Dogg","2","undirected"
"656","Leslie Odom Jr.","Daveed Diggs","10","undirected"
"657","Ice Cub","will.i.am","1","undirected"
"658","Curren$y","Lloyd","1","undirected"
"659","JP Cali","DJ Quik","1","undirected"
"660","KXNG Crooked","Kendrick Lamar","1","undirected"
"661","The Game","Boogie","1","undirected"
"662","Wale","Smoke Dza","1","undirected"
"663","Kendrick Lamar","Mac Miller","2","undirected"
"664","Jadakiss","BJ The Chicago Kid","1","undirected"
"665","Lil Snupe","Meek Mill","1","undirected"
"666","Moonshine Bandits","Redneck Souljers","1","undirected"
"667","Atmosphere","I.B.E","1","undirected"
"668","Easy Redd","Reezy","1","undirected"
"669","1st FKI","Lil Uzi Vert","1","undirected"
"670","Nick Brewer","KSI","1","undirected"
"671","Pharrell Williams","Pusha T","1","undirected"
"672","Tech N9ne Collabos","Ubiquitous","1","undirected"
"673","Lin-Manuel Miranda","Jon Rua","1","undirected"
"674","ScHoolboy Q","Travis Scott","1","undirected"
"675","Idaho Jdoe","Iamsu!","1","undirected"
"676","EMC Senatra","LA Gun Smoke","2","undirected"
"677","A$AP Mob","A$AP Nast","2","undirected"
"678","Berner","Lil' Kim","1","undirected"
"679","Tech N9ne","Murs","1","undirected"
"680","Tish Hyman","Pusha T","1","undirected"
"681","Sia","Queen Latifah","1","undirected"
"682","Skizzy Mars","Chose","1","undirected"
"683","Nas","Lin-Manuel Miranda","1","undirected"
"684","DJ Mustard","YG","3","undirected"
"685","Machine Gun Kelly","Lzzy Hale","1","undirected"
"686","Bun B","8Ball","1","undirected"
"687","HG Free","Sione Toki","1","undirected"
"688","Yo Gotti","Lil Durk","1","undirected"
"689","Big Scoob","Boogie Man","3","undirected"
"690","Joe Fox","M.I.A.","1","undirected"
"691","Wyclef Jean","Young Thug","1","undirected"
"692","Ty Dolla $ign","Chevy Woods","1","undirected"
"693","J Alvarez","Arcangel","1","undirected"
"694","Meek Mill","T.I.","1","undirected"
"695","Tyler, The Creator","A$AP Rocky","1","undirected"
"696","Stefan Otto","Datin","1","undirected"
"697","Ñejo","Cosculluela","1","undirected"
"698","Royce Da 5'9""","Mr. Porter","1","undirected"
"699","JMSN","Domo Genesis","1","undirected"
"700","Future","Kevin Gates","1","undirected"
"701","Donald Glover","Ludwig Goransson","1","undirected"
"702","Carlene Crawford","John Givez","1","undirected"
"703","Blac Youngsta","Philthy Rich","1","undirected"
"704","Travis Scott","Gucci Mane","1","undirected"
"705","Ice Cube","The Game","1","undirected"
"706","DJ Luian","De La Ghetto","1","undirected"
"707","Juicy J","Travis Scott","1","undirected"
"708","The Roots","Jimmy Fallon","1","undirected"
"709","Mozzy","Kunta","3","undirected"
"710","Diddy","Kanye West","1","undirected"
"711","Ty Dolla $ign","TC","1","undirected"
"712","Big Marcus","Square Bizzy","1","undirected"
"713","Renee Elise Goldsberry","Jasmine Cephas-Jones","1","undirected"
"714","Trae Tha Truth","Rick Ross","1","undirected"
"715","Cosculluela","Daddy Yankee","1","undirected"
"716","Grandmaster Caz","Macklemore & Ryan Lewis","1","undirected"
"717","Ludwig Goransson","Jhene Aiko","2","undirected"
"718","Trae Tha Truth","T.I.","2","undirected"
"719","Moonshine Bandits","Bubba Sparxxx","1","undirected"
"720","Square Bizzy","Marcellus Scott","1","undirected"
"721","Mistah F.A.B.","Berner","1","undirected"
"722","Ronald Isley","Kendrick Lamar","1","undirected"
"723","Q-Tip","Mobb Deep","1","undirected"
"724","Pumpkinhead","Celph Titled","1","undirected"
"725","Ab-Soul","Danny Brown","1","undirected"
"726","Mistah F.A.B.","Snoop Dogg","1","undirected"
"727","Duke","Yak Gotti","1","undirected"
"728","Ab Liva","Pusha T","1","undirected"
"729","Bernz","Helen Tess","1","undirected"
"730","Rae Sremmurd","Lil Jon","2","undirected"
"731","Common","Bilal","4","undirected"
"732","MJG","Pimp C","1","undirected"
"733","CES Cru","Krizz Kaliko","1","undirected"
"734","Isaac Lund","7deucedeuce","2","undirected"
"735","Scrufizzer","KSI","1","undirected"
"736","Common","Stevie Wonder","1","undirected"
"737","Kunta","Sleepy D","2","undirected"
"738","Killer Mike","T.I.","1","undirected"
"739","Jadakiss","Sheek Louch","1","undirected"
"740","Big Smo","Josie Dunne","1","undirected"
"741","Domo Genesis","Anderson .Paak","1","undirected"
"742","Godemis","Stevie Stone","1","undirected"
"743","The Game","Dr. Dre","2","undirected"
"744","Sevyn Streeter","DJ Quik","1","undirected"
"745","Mozzy","Bandgang","1","undirected"
"746","Chinx","Chrisette Michele","1","undirected"
"747","Ghostface Killah","Banks & Steelz","1","undirected"
"748","LoLife Blacc","Peewee Longway","1","undirected"
"749","Tech N9ne","Bernz","2","undirected"
"750","Nas","Dave East","1","undirected"
"751","Beleaf","Ruslan","12","undirected"
"752","Vinnie Paz","Malik B.","1","undirected"
"753","Murs","Ruslan","1","undirected"
"754","Isaiah Rashad","Kendrick Lamar","1","undirected"
"755","Young T","K.E.L.L.S.","1","undirected"
"756","Future","Juicy J","1","undirected"
"757","Burnt Out","Marley Blu","1","undirected"
"758","YG","Young Thug","1","undirected"
"759","Missy Elliott","A$AP Ferg","1","undirected"
"760","Diddy","Sevyn Streeter","1","undirected"
"761","Domo Genesis","Da$H","1","undirected"
"762","Futuristic","Goody Grace","1","undirected"
"763","Lil Blood","Icewear Vezzo","1","undirected"
"764","Macklemore & Ryan Lewis","Eric Nally","1","undirected"
"765","Post Malone","DJ Drama","1","undirected"
"766","Ty Dolla $ign","Jamie Foxx","1","undirected"
"767","Vakero","Arcangel","1","undirected"
"768","Melanie Rutherford","Royce Da 5'9""","1","undirected"
"769","Lin-Manuel Miranda","Renee Elise Goldsberry","3","undirected"
"770","Eshon Burgundy","Stef Silva","1","undirected"
"771","Bizzle","Selah the Corner","1","undirected"
"772","De La Soul","Damon Albarn","1","undirected"
"773","Rick Ross","Chris Brown","2","undirected"
"774","Wiz Khalifa","BJ The Chicago Kid","1","undirected"
"775","The Weeknd","Travis Scott","1","undirected"
"776","Atmosphere","Doom","1","undirected"
"777","French Montana","Movado","1","undirected"
"778","G Mo Skee","Kuzzn Bank","1","undirected"
"779","Billy Danze","Lex the Hex Master","1","undirected"
"780","The Game","Jeremih","1","undirected"
"781","Nas","Aloe Blacc","1","undirected"
"782","Phillipa Soo","Leslie Odom Jr.","4","undirected"
"783","Ohana Bam","Snow Tha Product","1","undirected"
"784","Wiz Khalifa","B-Real","2","undirected"
"785","Vince Staples","A$AP Rocky","1","undirected"
"786","Kunta","Noni Blanco","1","undirected"
"787","Wrekonize","Big Scoob","1","undirected"
"788","Grace","G-Eazy","1","undirected"
"789","Ty Dolla $ign","Rae Sremmurd","1","undirected"
"790","Kunta","TaeDaKiid","1","undirected"
"791","Janice Gaines","Derek Minor","1","undirected"
"792","Sasha Hutchings","Lin-Manuel Miranda","1","undirected"
"793","Curren$y","Corner Boy P","1","undirected"
"794","Datin","Genesis The Grey Kid","1","undirected"
"795","Moonshine Bandits","Demun Jones","1","undirected"
"796","Meek Mill","Young Thug","1","undirected"
"797","Wrekonize","Krizz Kaliko","1","undirected"
"798","Mozzy","Tone ..C","1","undirected"
"799","JL B.Hood","Rittz","1","undirected"
"800","Rich Homie Quan","Jeezy","1","undirected"
"801","Lil Wayne","Yo Gotti","1","undirected"
"802","Kanye West","The-Dream","1","undirected"
"803","The Game","Future","2","undirected"
"804","A$AP Twelvyy","A$Ap Ant","1","undirected"
"805","Rafael Casal","Chinaka Hodge","1","undirected"
"806","Arcangel","Wisin","1","undirected"
"807","Jeremih","Snoop Dogg","1","undirected"
"808","Datin","Dre Murray","1","undirected"
"809","Mozzy","Lil Goofy","1","undirected"
"810","Future","Pusha T","1","undirected"
"811","Wale","DJ Khaled","1","undirected"
"812","K CAMP","Berner","1","undirected"
"813","CES Cru","JL B.Hood","1","undirected"
"814","Tech N9ne","Tech N9ne Collabos","2","undirected"
"815","Yo Gotti","K. Michelle","1","undirected"
"816","Ty Dolla $ign","TeeCee4800","1","undirected"
"817","Rome Fortune","Skizzy Mars","1","undirected"
"818","Dream Junkies","Beleaf","12","undirected"
"819","Smoke Dza","Big K.R.I.T.","1","undirected"
"820","2Meka","Cuttyboy G Dinero","1","undirected"
"821","Montana of 300","J-Real","2","undirected"
"822","Z-Ro","Just Brittany","1","undirected"
"823","Tory Lanez","King Lil G","1","undirected"
"824","Bizzle","Tony Gaskins","1","undirected"
"825","ESG","Slim Thug","1","undirected"
"826","Mekado","Desiigner","1","undirected"
"827","Yakki","DJ Drama","1","undirected"
"828","Futuristic","Hopsin","1","undirected"
"829","Ty Dolla $ign","Sa-Ra","1","undirected"
"830","Datin","Sevin","4","undirected"
"831","Buddy","A$AP Mob","1","undirected"
"832","Ty Dolla $ign","Jay 305","2","undirected"
"833","Jadakiss","Nas","1","undirected"
"834","Tabrielle","Montana of 300","1","undirected"
"835","Arcangel","Zion & Lennox","1","undirected"
"836","Kyla","Drake","1","undirected"
"837","Trae Tha Truth","B.o.B","1","undirected"
"838","Nicki Minaj","DJ Mustard","1","undirected"
"839","Sydney James Harcourt","Original Broadway Cast of Hamilton","1","undirected"
"840","Nipsey Hussle","King Lil G","1","undirected"
"841","Bizzle","H.U.R.T.","1","undirected"
"842","DJ Mustard","OT Genesis","1","undirected"
"843","Bizzle","KB","1","undirected"
"844","Boosie Badazz","C-Murder","17","undirected"
"845","Tory Lanez","Meek Mill","2","undirected"
"846","Sage The Gemini","Lookas","2","undirected"
"847","YG","Kid Ink","1","undirected"
"848","Miguel","Mac Miller","1","undirected"
"849","Smoke Dza","theMIND","1","undirected"
"850","French Montana","Nicky Jam","1","undirected"
"851","Ice Cub","The Game","1","undirected"
"852","Earl Sweatshirt","Kendrick Lamar","1","undirected"
"853","Cam O'Bi","Domo Genesis","1","undirected"
"854","Sasha Hutchings","Ephraim Sykes","1","undirected"
"855","Ty Dolla $ign","RJ","2","undirected"
"856","Problem","DJ Quik","6","undirected"
"857","E-40","Gucci Mane","1","undirected"
"858","DJ Khaled","Big Sean","2","undirected"
"859","Olivver the Kid","Skizzy Mars","1","undirected"
"860","Meek Mill","Swizz Beatz","1","undirected"
"861","Saul Williams","Haleek Maul","1","undirected"
"862","Bun B","Juicy J","1","undirected"
"863","Jakk Frost","Malik B.","1","undirected"
"864","Chuck D","Mama Ferg","1","undirected"
"865","Jadakiss","Fabolous","1","undirected"
"866","Monica","Jeezy","1","undirected"
"867","Trae Tha Truth","Quentin Miller","1","undirected"
"868","CES Cru","Bernz","1","undirected"
"869","Fetty Wap","M80","1","undirected"
"870","Nas","Raekwon","1","undirected"
"871","CES Cru","Stevie Stone","2","undirected"
"872","John Legend","DJ Mustard","1","undirected"
"873","DJ Mustard","Young Thug","1","undirected"
"874","Rick Ross","The-Dream","1","undirected"
"875","Styles P","Pete Rock","1","undirected"
"876","Abiv","Ruslan","1","undirected"
"877","Anthony Ramos","Phillipa Soo","4","undirected"
"878","Chris Brown","DJ Drama","1","undirected"
"879","Ñejo","Lui-G 21+","1","undirected"
"880","Carl Thomas","Raekwon","1","undirected"
"881","Kamaiyah","YG","1","undirected"
"882","Foxx","Wankaego","1","undirected"
"883","Freddie Gibbs","DJ Drama","1","undirected"
"884","John Legend","Common","1","undirected"
"885","LA Gun Smoke","Young Drummer Boy","2","undirected"
"886","Illuminate","Sevin","1","undirected"
"887","The Game","Trey Songz","1","undirected"
"888","Sho Baraka","Lecrae","1","undirected"
"889","Tempo","Cosculluela","1","undirected"
"890","Lavoisier","Sevin","1","undirected"
"891","Burnt Out","Duce","1","undirected"
"892","Jadakiss","Young Buck","1","undirected"
"893","George Clinton","Kendrick Lamar","1","undirected"
"894","Tamoya Bell","E-40","1","undirected"
"895","Watsky","Julia Nunes","1","undirected"
"896","Felly","Gyyps","1","undirected"
"897","DJ Luian","J Balvin","1","undirected"
"898","Skepta","A$AP Mob","1","undirected"
"899","theMIND","Dom Kennedy","1","undirected"
"900","KXNG Crooked","Mistah F.A.B.","1","undirected"
"901","Vell","Philthy Rich","1","undirected"
"902","Adam Levine","The Lonely Island","1","undirected"
"903","Wale","Wiz Khalifa","1","undirected"
"904","Lenny Cooper","Charlie Farley","1","undirected"
"905","Meyhem Lauren","Rast Rfc","1","undirected"
"906","Project Pat","Juicy J","2","undirected"
"907","Akon","Kid Ink","1","undirected"
"908","Dreezy","T-Pain","1","undirected"
"909","Webbie","Lil Trill","1","undirected"
"910","Farruko","Nengo Flow","2","undirected"
"911","The Lonely Island","Mr. Fish","1","undirected"
"912","Nipsey Hussle","RJ","1","undirected"
"913","Lil Blood","Philthy Rich","2","undirected"
"914","Jadakiss","Busta Rhymes","1","undirected"
"915","Saul Williams","Emily Kokal","1","undirected"
"916","Bun B","MJG","1","undirected"
"917","Lin-Manuel Miranda","Original Broadway Cast of Hamilton","20","undirected"
"918","CZARFACE","Psycho Les","1","undirected"
"919","Peezy","E MOZZY","1","undirected"
"920","E-40","Casey Veggies","1","undirected"
"921","Shockwave","Watsky","1","undirected"
"922","Linkin Park","The Lonely Island","1","undirected"
"923","Bun B","Z-Ro","1","undirected"
"924","Ty Dolla $ign","Mitch E-Slick","2","undirected"
"925","Colt Ford","Trailer Choir","1","undirected"
"926","TF","ScHoolboy Q","1","undirected"
"927","Kendrick Lamar","Bilal","2","undirected"
"928","Diddy","Ludacris","1","undirected"
"929","Dream Junkies","Carlene Crawford","1","undirected"
"930","Daveed Diggs","Wax","1","undirected"
"931","Jill Scott","Pusha T","1","undirected"
"932","Mozzy","Jay Rock","1","undirected"
"933","Mariam","LightShow","1","undirected"
"934","Ink","T.I.","1","undirected"
"935","Lin-Manuel Miranda","Sydney James Harcourt","1","undirected"
"936","Alexio","Farruko","1","undirected"
"937","Lil Wayne","Drake","1","undirected"
"938","Mistah F.A.B.","The Jacka","1","undirected"
"939","Joe Moses","Scheme","1","undirected"
"940","Mista Cain","Racked Up Ready","1","undirected"
"941","Sammy Adams","Madison Love","1","undirected"
"942","SZA","ScHoolboy Q","1","undirected"
"943","Jeezy","DJ Drama","1","undirected"
"944","Ari Lennox","Cozz","1","undirected"
